	AMH	CBX2	CTNNB1	DHH	DKK1	DMRT1	FGF9	FOXL2	GATA4	NR0B1	NR5A1	PGD2	RSPO1	SOX9	SRY	UGR	WNT4	WT1mKTS	WT1pKTS
E1381_150	3.2566748292	10.4312357391	8.6866233217	0.9714840406	5.5566320645	4.229802765	3.1281641947	2.0930960003	10.032722466	10.3338078832	9.8485904242	5.6313383055	8.1965817879	3.2016731914	10.1244013699	2.9816697612	9.8976058111	10.2607638024	10.2512926995
E1655_317	2.4445881007	3.2493797599	4.5305919525	0.5652860705	9.9158157184	10.2140394045	2.650796553	5.0847818209	10.3462334	10.3065369471	9.3001389264	3.1454055254	7.2395361907	8.2032595143	10.2683222768	1.1565047266	7.5074380928	10.346604562	10.4642014129
E810_625	2.5081264921	2.6458698685	10.4954915849	5.0244918201	4.9255088167	2.5854739214	4.4159242574	10.3339589729	10.5324740649	10.2560702538	5.5304089831	3.1662863518	10.4882366426	1.4466056558	5.3437622343	2.1195633388	10.5521730807	10.3434076008	7.1132382625
E1016_272	0.4831773935	1.4409055922	7.2170526587	2.172703456	9.4758454782	10.0648810002	2.2670996046	3.9224850508	10.1217319409	10.2467852998	5.0155037003	3.963462809	10.0566060451	1.3228761042	10.1143972776	1.7494643553	10.2037798261	9.9744644601	10.3625952645
E1258_430	4.2717925792	4.3567155488	10.2943588058	2.5884180977	1.6024745028	0.8535180831	4.9273370869	10.3688424985	10.4567051089	10.4848732557	3.7652913303	4.2251670414	10.564476663	2.8186056961	3.4387056184	2.0598867484	10.2278936013	10.7695073625	2.9809971805
E765_191	4.6500070214	9.6768932697	6.8777151906	0.9696557403	9.2833206102	9.3593302891	0.985389576	2.045975792	10.2928990378	9.7575113432	9.827866129	0.7908635397	7.2058758553	9.5781378627	9.8481808207	3.6071805065	9.8948009226	10.1339489296	9.6752920966
E423_553	2.8433322174	0.8801911781	10.6686440122	2.9147848408	0.8933425591	1.5600853819	3.9498760146	10.3212907159	10.39417862	10.116019139	7.0972242907	4.9461440438	10.3647167143	0.3650421147	1.5273905287	4.4072026159	10.4371084838	10.7411826497	3.2955480799
E940_64	3.1531875513	10.2901245765	1.6170823026	3.0816538171	3.7703496749	5.0561171925	3.9296087876	0.7507325988	10.7229257621	7.254388953	10.4121265668	2.5788040714	3.2227649181	3.8654394289	5.1316184153	10.4120824179	8.9355708268	10.8074517191	10.7879038762
E1155_449	5.4827484997	5.6023737346	10.3552268249	4.248021205	0.5376672491	4.0301965917	5.5205226596	10.187240287	10.4443024497	10.3192590156	3.0765872764	1.4932494539	10.5745793991	0.9556111439	4.3658297464	4.281930133	10.681185923	10.4597424815	6.0826270573
E649_476	9.0953419005	0.7737316877	2.2025155142	9.899354117	9.0006895743	9.3776459603	9.6754355273	0.5331259438	9.9307407106	7.4031135457	9.1630579148	9.67071132	3.4713830788	9.9443006559	9.5841033562	1.9094580365	2.2924768861	9.8626453838	10.3185869585
E1553_119	0.3076211835	10.2760582478	2.9069994544	3.0765556336	2.8889622228	4.8475418826	3.3596523795	4.8648828433	10.6297684366	9.1912894445	10.4137708202	2.3527798824	5.040359971	0.7423745838	9.8230512552	8.2317794032	10.3008277836	9.9715281781	10.6808766165
E912_49	3.5142965355	10.8191787246	3.6216643734	2.9404580568	3.3199673054	5.1354109652	2.4829020685	3.5350749781	10.7633686168	3.4620863034	10.9232986473	1.7558478127	0.8425717108	4.6467920512	4.6890787807	10.0859204129	3.7726987593	10.6427830457	10.7073769446
E1876_163	2.2243691696	10.0199414402	8.9889477061	3.2187517254	5.0274421665	2.947608589	0.559197741	6.481150277	10.2309793877	9.598916112	8.94011228	4.5580933651	9.7885660762	3.8623180796	10.0799487175	6.1341663086	10.1111195432	10.1473302083	10.5923745145
E1966_766	9.6302823686	4.4076987967	2.3042764493	9.9350431791	9.651510911	9.5467628173	9.6116154632	0.3112809637	9.5187801779	3.7219053117	9.7877132406	10.0236116962	1.508177637	9.6231552881	9.6574305614	3.6105441649	3.1430277481	9.4137478882	9.8328985648
E320_720	10.0375160601	0.5807102476	1.7401410789	9.574908513	9.4052352004	9.6255764795	10.058550607	0.2796074025	9.6284441726	5.1993276363	9.7755382309	9.5854130363	2.6418043512	9.707130811	9.7123947706	4.2322833003	2.0907517274	9.5032553048	9.5739973809
E1356_669	4.3428450487	0.7099407356	10.340717155	0.2766519236	4.5566246157	2.0425984972	3.2484318692	10.1537416876	10.3481570587	10.7854493457	2.6267363865	2.326623983	10.7181318705	3.6810704186	0.922031485	4.7505210844	10.4764381104	10.2650418483	5.9477725777
E820_155	3.9200246596	9.5131866305	7.8845381832	2.7017537825	5.4632507743	2.5341498808	4.1287340212	2.1741396966	10.1973325823	10.0875762446	9.8091543712	3.8420189776	7.5724610465	4.2522291472	10.2645303983	3.7948808368	10.5451476941	10.4920101615	10.4481840562
E680_645	9.7935502426	0.3768703319	2.8025598115	10.0101507503	9.5285760467	9.9516197238	9.9012796365	1.401604073	9.6791227778	5.633789704	9.4660191287	9.65160198	1.8252679875	9.5675724208	9.6004133831	0.0259110986	3.3212906816	9.1584654933	9.8174210974
E1953_235	3.4303512178	3.8075532973	7.6347474002	1.6998507097	9.9003351707	10.0788461751	3.7551790996	7.4009155687	9.8116504103	10.498973138	4.036499663	4.6298582517	10.2482096566	1.3684471133	9.4265793106	5.0023299794	9.9857313838	10.346744392	9.8617618563
E1758_568	9.3233431945	3.6168370442	1.0511976705	9.5380334417	10.0347755335	9.5775681619	9.5680707051	1.228954508	9.7795912039	6.7714322244	9.5854084609	9.7508641972	4.1667068706	9.8366224981	9.8680937737	3.7230960874	4.3137921787	9.5976011332	9.5573692843
E283_391	0.6334571347	6.7169668318	10.4940758879	4.9794442199	6.9031022543	0.2081821027	5.3943741675	10.4536922904	10.1073779252	10.4035750734	5.5065282825	2.6675361259	10.4916305303	1.3003203864	0.2694974294	2.7665290687	10.5257800287	10.4795433991	3.5142877265
E266_57	2.2226617769	10.8496323329	2.5828088872	5.4019758262	2.9472497229	4.14257085	3.6492783664	3.5326802042	10.6217733419	4.588633931	10.8259490051	3.057670301	3.5326726985	3.2155682269	3.1300724054	10.6226652908	6.4921285204	10.700019714	10.3310570382
E1998_258	5.8557956671	3.1589807732	9.9070870642	2.8611905866	6.1494034784	7.0066610053	1.2534249221	1.6196193799	10.4804981019	10.4350516548	9.8342850038	1.5559333164	9.6149933851	3.3535065438	1.9484578934	0.0545032261	10.2975053327	10.8331912028	10.190588734
E1153_559	9.4636107529	1.0801536427	3.1833952948	9.4629822362	9.5237495736	9.9948330896	9.7339899461	1.0773786565	9.5894317456	4.854429463	9.5438685376	9.4940382721	4.6358243734	9.7670030401	9.8474621898	4.0721415681	5.0958647755	9.7609434232	9.9410608768
E1586_531	9.1550747532	2.5265990217	3.4580317905	9.6814828928	9.6140782484	9.7936736088	9.6830254304	2.590037725	9.5027772289	6.8103959983	9.7735652052	9.7320452565	2.8930261686	9.5778663824	9.587727041	4.0095690876	1.6075633518	10.1940658268	9.6735709122
E1370_787	2.2434529704	2.7064733908	10.7551196012	1.3962696268	2.8157181346	4.3160829819	3.1221178286	10.4314206372	10.3890100861	10.2689386326	5.9194026281	2.1137517978	10.3583866181	1.9121758667	0.2654955474	3.43201545	10.5323082437	10.4362983792	4.675245256
E1700_369	4.823784037	1.8933613383	10.3437088637	5.3644156007	3.2781618956	0.4078676887	4.9185970004	10.2004011014	10.570437126	10.4000914519	7.1272014317	3.8594890816	10.2785303348	1.967060322	2.498437074	1.7838353985	10.4626091275	10.7361586533	4.9237652571
E1882_708	9.7421894831	5.0784647707	4.2873229618	9.7888574476	9.564441254	9.7192902334	9.9359563671	2.1374184224	9.5497039441	1.5959809735	9.5067603495	9.5038533373	4.8330241986	9.8180129116	9.3359348872	1.9639689025	4.319032949	9.8835102143	9.7957906925
E1721_670	9.496784395	2.7684103867	4.7615594941	9.901977641	9.6306379131	9.2482382797	9.7913676623	1.4421460166	9.5826458552	2.0498278866	9.4475601678	9.489753323	2.5245163053	9.518968428	9.7664408742	2.5482105486	5.0300320621	9.9039097625	10.2540699529
E463_560	9.4743888811	2.1142853012	0.4563404097	9.3013319594	9.6320104133	9.5537459002	9.647074904	4.7190341974	9.8928525072	7.6096565613	10.0013574521	9.178859307	1.6736126568	9.8532457732	9.4167068486	0.7685269717	2.5696441902	9.981022648	9.841508665
E482_250	4.686585545	3.7211655604	10.3089858803	2.7320748755	2.9165950332	1.3291687478	2.3023727037	10.4522699914	10.1111007658	10.121276682	9.4764102896	3.5429252653	10.5770696447	4.3842276417	1.7309189065	4.8014702274	10.3628948038	10.2468108161	7.8668141486
E636_794	9.8978803671	0.858623095	3.9319658389	10.0253870374	10.0585629784	10.0907029149	9.7675465666	2.3586635319	9.1587495344	1.9324096284	9.4057149689	9.2540423133	0.8672789369	9.553835432	9.7891617387	0.4691298033	2.0968868221	9.3759963806	9.6430973882
E1292_451	2.5417206391	3.2121236512	10.190502076	1.8986630726	3.0711865888	2.038849613	4.3494543342	10.6495794865	10.4874135528	10.4991251023	6.2148571473	2.0478307512	10.2168100771	1.6451153051	3.8106939735	4.9456257784	10.3431830861	10.7128176203	3.9766968544
E1075_755	9.6330074278	3.0971134998	3.8023112075	9.4744034418	9.9425079667	9.6708279403	9.4380363164	3.455356862	9.7651032804	1.0884527298	9.5337290716	9.5779028864	1.5460516893	9.8139697973	9.8037980119	0.521282631	0.9681646452	9.8306666895	9.8120198532
E1101_254	2.6883148968	2.0210539439	10.0594166533	4.7163957612	3.5145375374	0.6859909961	2.6889313329	9.9008860896	10.7314540583	10.5343401478	6.3082150947	3.3385020888	10.4330750604	0.8616750768	3.3336932521	0.2376310744	10.6578045422	10.1883401632	8.9341822507
E163_11	7.3633404032	10.6318580215	3.1224909874	2.3810534245	0.1276251825	2.8961862044	4.255520843	0.2342849378	10.2003549779	1.2932698693	10.6523662614	5.3743631239	3.7720975233	2.8377194967	2.8296904175	10.7729862351	6.5613969775	10.6168778872	10.9310100618
E128_613	9.8780422216	1.0021152115	1.9221351954	9.4590308958	9.9888201937	9.6506801719	9.6552903068	0.9071881364	9.7131437024	4.2451455876	9.4900700972	9.4872887055	2.073800058	9.6948547623	9.5047202104	4.4070413356	0.6383981133	9.7490707711	9.9692129442
E276_84	2.0031168911	10.4757301573	2.108049313	4.088175361	7.0696071375	3.9411540687	1.0203603196	1.0929791017	10.8087925766	9.0556025265	10.430396549	6.9595235813	2.4601080401	3.329703278	7.7672783431	9.7353089314	7.7409725113	10.723704778	10.6391274366
E162_456	9.6742531047	0.9030213157	4.6984638353	9.7963155794	9.4759838055	9.5959270065	9.9227973494	1.5327592671	9.7063137742	4.2128308951	9.6410301259	9.7166003241	4.0434354244	9.5134443323	9.9882847131	2.1063677234	1.6498723427	9.6236272732	9.5930705662
E62_551	2.3476776644	3.2533287063	10.4111538618	2.0103077709	3.9935355956	3.7901859613	3.2812140777	10.4221532771	10.5916663219	9.7888322027	6.6264779817	1.913252594	10.7099205998	0.6977129977	2.3205580502	6.7874853848	10.3819892833	10.6097877013	2.9434063704
E1871_142	0.8788767329	8.5840883739	3.2186861959	0.9490697928	7.3861781018	6.6938612954	3.6389669075	3.6549206165	10.2433334856	10.1855761577	10.7554777124	1.0942397368	3.5404943758	6.6075552439	9.858504195	1.6591937188	10.2932093386	10.5147422676	10.5120472455
E1730_381	5.0488796557	3.9704228951	10.5536521104	2.7962167279	4.1775071364	2.9639977135	4.1472284113	10.5318499876	10.4707258812	10.3453483319	3.3308113851	3.1359658446	10.1279660143	2.1305605616	2.8930270039	3.9085483051	10.6269713009	10.487780231	5.0942969405
E1394_554	2.9599563205	6.1793810888	10.4247987824	4.7529663804	3.8863866217	3.8497779378	1.6634708204	10.4760510957	10.1441933752	10.6753718983	5.2810689734	1.8150355245	10.1625459164	2.1733092686	4.39739612	2.093298858	10.5545811522	10.6291146885	2.8908027448
E1190_363	7.7545843035	2.7742347581	1.7936098684	7.4461823473	10.0551451805	10.2177253618	7.3602595779	4.4557688439	10.1624849417	9.0394467853	9.9885414779	8.1907229324	3.237972086	10.1503691172	9.906843308	3.4778306636	2.230022243	9.6784023667	10.2945356123
E95_727	9.2915922476	1.4101799749	3.4865764722	9.6329186432	9.7780443423	9.7708941684	9.7180729764	0.6247353341	9.7588841223	5.2247496933	9.4550680529	9.564267777	0.7303801251	9.8356769234	9.7618983779	4.9484059558	0.1868081272	9.7684883186	9.8742792225
E548_571	2.8247030339	2.8228548761	10.2621937074	0.9657138065	0.8665911279	3.8645525041	4.770928997	10.2658642139	10.6042923881	10.5168980842	3.7621866493	3.8243086799	10.6646841405	4.8686177679	5.5601947856	4.1523008401	10.4990124741	10.3235032681	2.0779098903
E883_262	2.7129280573	3.8122725066	5.8051424678	1.8833524208	9.7385938736	10.1645476423	4.1179627014	1.5098663606	10.0962270441	10.0860110794	9.5340703185	6.1889138213	9.4179380911	7.0550784064	10.1506379049	5.1332189178	8.9715908948	10.2729532611	10.2198793076
E1220_205	5.0524515798	4.5550632705	10.3969297502	2.6092251894	5.8380309259	4.5413984786	2.1323931787	6.2071711108	10.4601807544	10.3010057405	3.3817354331	3.4656163501	10.1746040782	2.4781080392	5.7703750578	3.2083918329	10.68946636	10.8330351789	10.0452916147
E229_20	6.1928917123	10.5484213395	6.2470941923	3.9060709346	2.0813595934	4.7528173831	0.3804040372	4.1057025836	10.6118659033	0.4069519111	10.8837034471	3.2324882916	2.4866136094	3.1950556697	5.4259042917	10.7605204169	2.2878014116	10.3186947515	10.7879407638
E299_549	9.8425201476	0.3450902907	3.2065140552	9.4646006526	10.1224427701	9.375556896	9.4015831502	0.6612876444	9.5409435799	1.6608124645	9.5622876971	9.6059234108	4.8347484364	9.7139330861	10.0383669696	4.0076702097	0.2013534656	9.9177565551	9.5298604742
E448_46	3.7127988029	10.5097345071	1.0735383492	1.9641597766	5.697144063	5.0462419113	6.1824748114	5.9936671535	10.6048850373	7.1732753452	10.9054940745	4.9537611945	1.1545200157	5.5371427904	3.6432631304	10.7159240433	2.1551979756	10.6373727556	10.3765947762
E1769_617	2.055917347	3.7486394938	10.1816317653	3.6933765164	1.4779251316	6.0561911956	3.8808875928	10.6206166511	10.5154558266	10.6887661391	4.7742358289	2.55902539	10.1625287247	6.4555677777	0.2784531605	5.1553788183	10.2139721808	10.5243778152	6.4872407997
E1557_228	6.1767129282	3.1630589312	5.7787533427	3.4387429036	10.2263904319	10.1601654114	5.5941866264	4.1704356604	10.3683912893	10.2383968534	7.5173344735	4.0052936613	8.3936959409	1.3982906798	10.6982723858	3.0853687884	8.6831156019	10.0895513327	10.2582339145
E644_288	3.3095352553	0.2204051929	6.4821184936	3.0035360624	9.958114381	9.8896129287	5.9645008437	1.8599867085	10.5941113638	10.4682121201	3.3161244483	2.2997047441	9.7551882294	3.7216921192	10.023805831	5.2907823274	9.9027249971	9.9870490924	9.9575011303
E783_190	1.5922332323	7.3130825199	9.3885284842	1.4026384568	8.2636006132	9.0783112966	2.7590588231	4.1541312473	10.3281068875	9.5983615055	9.4774883843	3.489235219	10.1110946164	5.3011034202	9.7905178678	5.3448380982	10.3514519527	10.0352771267	10.1025265623
E922_278	0.6931071351	1.4038384419	3.7509615212	3.2066577973	10.1489560459	10.2699820165	3.0124614726	1.9283267704	9.8360583763	10.0352002245	4.7850627438	1.8031320055	9.9437115753	4.7309253821	9.7975747686	1.5916254069	10.1983546432	10.2099981041	10.4008729021
E94_669	9.7671708351	1.65539295	4.2212930728	9.787765811	9.2141572081	9.6229960718	9.9209851262	2.2658671691	9.5871198965	2.478320668	9.6894286262	9.4191765461	2.0722384938	9.651711132	9.8940794473	1.6331212184	4.2098053543	9.864855453	9.791263031
E1093_133	4.7615982523	10.269970069	2.2211899489	0.0515545702	5.5376090331	2.8558597054	1.3206829638	1.1363669719	10.1265145802	10.6487298809	10.543179324	3.0189869074	5.5354147593	3.1930265791	9.3750856681	8.5386384395	9.860052413	10.2818494176	10.233459701
E1062_145	0.2566995876	9.8298145552	8.3637747358	4.7573424186	3.6868629053	5.038292697	3.8506057187	2.7647236026	10.4319097117	10.1550173657	9.8787801039	1.0563091329	9.0744256557	5.6925073957	9.7579979055	7.3848645422	10.2962448964	10.3074085364	10.0644700995
E1211_174	4.5532081646	6.9523242771	9.3737775264	0.254428627	6.912967055	6.7626143359	2.531789876	4.1649788578	10.6160913288	9.7110160858	9.6870119371	3.0680209233	9.0586584317	5.0477871879	9.7053679219	3.4133794696	10.3267630652	10.6848403155	10.4217849006
E1791_535	9.0841499509	0.4419366309	0.0787525048	9.8719731273	9.9648989058	9.5984905562	9.6981580635	2.9476690921	9.7986701056	7.4810460522	9.6613789106	9.6542492816	2.6369970919	9.4081315064	9.8592652229	2.4274219486	4.1421259871	9.3895984687	9.8621788476
E1005_178	0.6934206536	10.1868722749	8.8886737042	5.3957918907	5.5317829105	3.3135701903	3.674570543	4.8246730091	10.3305901672	9.7587001731	9.9907563225	2.0307932495	9.3818161714	4.729209281	9.6945029217	4.4771859299	10.3837644971	9.8401945326	10.3056607974
E1307_17	3.3263018948	10.4518423321	1.3222278568	1.0794121921	3.6941632457	6.3963447516	2.3886843877	3.1753869629	10.7458561397	3.1612857769	10.8109551686	4.7251388487	5.3861728585	2.9285388005	2.8411967493	10.8341139613	1.2243460136	10.716022584	10.4269445742
E1114_408	2.1253002247	3.1094017321	5.4673564847	1.6513983095	10.2353240986	9.722143747	2.9067034461	1.6541773001	9.8560669855	9.8838485361	10.0847054556	4.7511201139	4.7919385753	10.1087037636	10.0085292356	0.3293972162	7.2982860383	10.0888783824	10.5544889075
E314_422	4.6265414088	4.8532921013	0.6401409057	2.0200355937	10.2022482488	10.0297410848	1.7067705752	2.7826269831	10.0678381988	10.5504661279	10.0909643285	3.5235870471	2.7898880924	9.4310629393	10.4208682747	4.2970666252	0.9996322168	9.8002537735	10.0630185718
E66_671	9.9911664916	1.0298273529	2.561837923	9.7174125813	9.5171182833	9.3605417571	9.5936850073	1.9406575074	9.510555889	1.9794599466	10.0725720268	9.732122003	5.2430482335	9.3358537383	9.6189774282	0.2325383856	3.8832187527	9.994749867	9.6753026065
E889_770	9.3654932553	1.9905738917	0.2298482904	10.033108645	9.5412421903	9.9481188138	9.4145696038	0.9441867147	9.4662222345	5.1012913679	9.7028500844	9.4378068495	1.8603227688	9.8371900338	9.7232768926	2.9974587687	4.7217785251	9.9002884743	9.7598906686
E1905_657	9.4314801144	0.2045374132	3.2207400595	9.534633389	9.9132046607	9.780024667	10.0447569858	0.5716147692	9.233977239	4.6292901116	9.873091444	9.9185736361	1.4448216851	9.3969784877	9.819934584	3.6383060377	3.2449288907	9.4034953472	9.7529450738
E1120_220	0.9965030089	3.1433266674	7.6255592718	1.4146800165	8.2462765372	9.0151295122	1.4357205745	3.4709607592	10.4591674583	10.4838303879	9.7864899326	3.3767898154	8.2995765525	8.1918927342	9.0447673767	3.7024047174	10.2918815419	10.7777518131	10.0795193281
E1732_222	3.3796575944	8.7671084428	8.8967831497	2.5865950191	8.7505202218	9.2288170609	1.5812901911	7.9289805462	9.9000602528	10.3393276271	7.8321675044	3.4073759969	10.1386612148	2.5429988519	10.1028756398	4.3344511843	9.8524586295	10.3169288767	9.7654690395
E53_395	3.3371983283	4.6185540027	10.323773547	5.4023574551	2.9736020504	1.8606948061	2.5428315163	10.1795848926	10.7907915679	10.3617150692	6.4326231712	4.8339904951	10.517787099	1.6014341954	2.2568758685	1.671765931	10.4051187777	10.3575520234	7.0875448762
E438_676	3.5970485643	3.1330723118	10.6146421472	0.939969513	2.268924531	2.1474647524	0.9637680387	10.6034326199	10.0909159278	10.3461548612	1.9408957505	2.1215705424	10.6159205291	4.1001811637	0.8217893021	3.8121371873	10.4279081318	10.4968527681	5.1685905895
E1898_114	2.8238156061	10.5314926624	4.4824488135	2.5670746817	0.0527484228	2.9452925261	4.7978924014	2.2494573718	10.6344981732	7.859961901	10.496668192	4.7553662719	2.2651728035	3.7697871465	9.7002560056	8.5730613334	10.0269601551	10.3329705503	10.6475303044
E55_390	1.1369640479	6.0076851196	10.2190379261	5.4453817396	8.1664766983	6.8125839674	3.2220402115	10.5729112656	10.7555373902	10.7209408919	5.2763077976	4.6861002843	9.7492646396	1.0032417837	5.747072866	3.1446002075	9.7813970201	10.4715553697	6.295154186
E1059_371	1.2252391437	2.3437030528	9.2703281609	4.2643901748	8.2210394274	8.1124614507	2.9634433774	4.7192608713	10.6973647011	10.3124079548	3.3093906739	3.2617403698	10.5332709243	0.9856380932	8.1993511609	2.9166444621	10.5438931757	10.1814302454	10.4247001708
E1098_203	1.4409402909	8.7441830022	10.0631311095	3.2219686866	2.6457600242	0.2149040045	2.349159068	4.9270534878	10.2583196474	9.9661539247	10.0082148871	2.0113893568	10.3172379287	0.6887377452	9.3154289619	3.4114468682	10.1187192678	9.8949296774	10.2495369759
E863_737	9.5590277795	0.3359648198	2.4886794518	10.0587372919	9.7322965043	9.5416202445	9.5666345394	2.5367293558	9.5029210492	2.0645172904	9.6756001551	9.9021779837	5.0786916287	9.6867608274	9.8119063051	3.8196338476	3.2384991095	9.7386707058	9.4351153388
E1547_195	1.7705159207	9.9796208206	1.5174492945	0.1749833124	9.9026843968	9.6317800561	6.4579106047	3.0559719371	10.3900119297	9.4635854644	9.68987687	5.197651156	6.9611541967	9.2794367526	9.3070832966	3.028427187	9.8538874312	10.2207684473	9.52818181
E309_399	1.6323772266	4.2355078864	10.092171185	2.056741281	4.3455460444	2.8098447073	4.4595218206	9.9842419818	10.5265097031	10.7030494099	6.775837516	1.0811920493	10.3841613716	4.7745438296	3.9474519085	5.3656959683	10.8543942302	10.3566024227	1.2781475346
E1277_248	2.0700851972	3.1333619353	5.8603702837	3.1668593171	9.7613875045	9.948090723	0.3605108438	2.3958342424	9.847357122	10.0858386132	3.2341322088	2.4267326647	10.497310426	4.2834492607	9.9564370163	1.2490539489	10.1283429983	10.3547367789	10.1853389331
E166_167	4.1556746139	9.6192041866	10.0710882335	3.9332502917	2.1778916883	1.6286193371	3.3970861872	3.4445605978	10.1260880451	10.1828042613	9.5557614504	4.0393837975	9.456553391	0.5016909411	9.462155435	6.933912008	10.2712832885	9.8535818152	10.4021110946
E131_292	0.1026289486	5.5304446517	7.2736837772	1.055675512	10.3972989938	9.8944152148	4.5210524889	2.3791786754	10.3567437794	10.1967997261	7.5379708482	0.5831589712	9.4954681418	3.3350166815	10.3767857663	4.8448636647	9.3174772135	10.0703518021	9.9810375515
E733_48	0.5431126666	10.6289480703	2.0369579484	3.8875982572	2.5463696965	3.5846643463	3.7419266644	4.3459386152	11.0827225482	3.3202716375	10.6268672209	1.5997202566	1.6271546345	3.3571229024	3.0931336831	10.302573011	6.388260495	10.6638478637	10.6523794778
E845_386	5.8770680548	1.7516299571	0.0623170941	4.6884048132	9.9033404847	10.0216688183	5.5556710341	2.7589898133	10.4993048365	10.0837755141	10.295751761	4.7526525403	4.1347627347	9.826028361	9.9372921082	4.5948166478	2.8700511723	9.9092172103	10.1845766455
E622_468	2.8304595071	0.2312441519	3.674054259	8.6413578603	9.9277850111	10.0175514465	8.323571775	1.2409569917	10.0542544832	9.6251655719	9.791198293	8.7492155365	4.2215596116	10.0594650694	9.8094453351	4.0113632394	1.7850662566	9.9615341884	10.0985940188
E995_94	1.7181624809	10.8514362162	4.6152881448	2.5853859909	4.670140837	1.6017044611	4.2972700367	1.9172424354	10.6219753285	8.5723692759	10.4919867218	2.1280114342	4.8157006373	2.9764783528	8.4734772453	9.4680648972	9.1235828589	10.4648190467	10.6562646969
E1947_208	3.238621877	9.9802386695	5.7653626097	3.6469431957	9.1648851268	8.5515516683	2.0249455373	4.9739291234	10.3307394942	9.5753295884	9.8703822003	1.0404391358	7.6091924776	8.3366224185	10.0061758078	3.0883543621	10.1884641786	9.9876334567	10.254426456
E740_710	9.9663720518	4.3302457864	1.957444426	9.7959811412	9.2045778899	9.619424128	9.7957841272	4.6070506521	9.3965498152	5.3694925983	9.8845522746	9.5318489625	1.741142369	9.6948649476	9.6574403604	3.104932437	1.6422960803	9.694227285	9.8691154308
E988_648	3.8133045009	0.8695490839	10.367642488	0.6625298533	4.8246895916	3.8606919599	3.443509453	10.922749103	10.6024447825	9.9894973773	3.8860794472	3.3098487537	10.4256003052	0.9747294121	2.3946053667	2.5478898291	9.9989715845	10.7067308819	2.6727513781
E365_710	9.3660651423	4.4563943952	0.810944911	9.7047602204	10.0501803504	9.5041959352	9.9752853087	2.9185754833	9.7959773026	4.9831972491	9.9011082868	9.4117737688	2.8446200704	9.5900823138	9.5858994714	4.3831574737	4.4970477048	9.7643017196	9.4155800371
E1377_527	9.771700256	4.3247528356	3.9782104109	9.6690263702	9.5752845191	9.64336298	9.9403537361	1.8358120742	9.4927407077	4.4942164135	9.4863536739	9.6643918357	0.5919799999	9.7266171236	9.4445900314	3.7895977909	1.7612577067	9.9475466583	9.8523758522
E1083_57	3.7578344732	10.6826756802	5.5016498821	2.9694265166	1.1488232668	3.6907449339	2.9011108191	4.6140461198	11.1561792349	2.1179408081	10.4365770447	5.468754738	0.9069896078	4.2818289569	3.8012935963	10.274059688	6.163355865	10.7065741806	10.5780902691
E420_126	0.1742605848	10.3618571006	2.8748045412	0.7296289532	2.9007907899	4.6943052039	4.2413179963	0.808979669	10.034681518	9.9383656194	10.2554754331	0.880020854	5.7588937347	3.8249651186	10.2194975387	7.0617271512	10.429874403	10.2141194075	10.4748763967
E617_569	9.4967798482	1.6641095866	1.0354296322	9.6596497767	9.9333497433	9.5844372511	9.0152980163	0.8015608393	9.5809059054	2.1690511554	9.8648733607	9.6041127979	0.8125522408	9.5898274885	9.9757508068	2.5622331218	0.9579374597	9.9762082797	9.8801828592
E1312_613	1.6210597485	4.0197846559	10.3936768558	5.5429933556	3.8933786057	4.4587054227	2.2977121822	10.7138617324	10.452069354	10.3821163842	7.1198516721	3.5421102565	10.3556920186	2.6278197687	5.1666422934	5.2258040811	10.5215743559	9.9345938786	7.3396445941
E849_511	9.3219581624	4.7969554242	5.126427721	9.3741626999	10.0130629815	9.7459551834	9.578559502	2.4229658632	9.8045535711	6.36862177	9.5376509817	9.5573092201	2.4796895768	9.8110406663	9.7951479058	4.2561607138	6.5010834473	9.5616033537	9.7473703348
E1302_573	5.3038040483	3.8503583708	10.2554736485	1.1744887369	1.1049326219	1.9969620252	1.1115301227	10.8991808804	10.6338526873	10.5160938349	4.5213602516	3.4004540896	10.2470443168	5.7713562619	5.5487629277	2.9488110424	10.4100798247	10.0329364882	1.4851288895
E844_3	2.6814491803	10.1568597447	4.6349058146	3.5664739417	6.5541328798	2.5253640293	2.1260905432	0.560960682	10.1649435443	0.0979152883	10.2725395887	2.0630748005	2.6339075693	5.4367384616	3.3380603418	12.0800941644	2.3164914471	9.7541864644	10.077465191
E1046_63	2.9454539624	10.8284812024	5.6942338495	3.8294368896	3.7921413316	3.8076655719	5.1487825375	5.1858610474	10.4798458984	5.4416655578	11.0786584097	0.8456398601	0.1790541151	1.8189627354	1.5676233797	9.9899500567	6.3819174281	10.6511986633	10.7099251122
E671_283	1.0250757435	2.4624534228	10.4934663889	0.4866377766	2.4232720749	2.3443703731	1.0955063062	10.3583307238	10.4162865678	10.4795584478	5.0999638601	1.5240887559	10.386181021	4.7397510428	5.6466993921	2.0573648427	10.6569994264	9.9224714606	8.6701026139
E1736_529	9.5141656844	6.7099007844	2.6618343963	10.0039317673	9.5685352065	9.2865153577	9.3625356944	1.081346448	9.4104150959	5.0653061991	9.8909976937	9.8207676404	1.4020644838	9.6026854013	10.1060920026	0.7810547622	6.459956788	9.4396871951	9.7673986203
